label,query,join_buffer_size_bytes,optimistic_count,spill_count,duration_s
1MB,17f,1048576,2,0,0.57363629
1MB,33a,1048576,1,0,6.077042465
1MB,32b,1048576,1,0,0.270063217
1MB,19d,1048576,3,1,53.360456
1MB,27a,1048576,1,0,3.351761379
1MB,5c,1048576,1,0,15.367794011
1.5MB,9d,1572864,2,1,42.668526874
1.5MB,21a,1572864,1,0,1.89802374
1.5MB,8b,1572864,2,0,30.566413764
1.5MB,25b,1572864,1,0,44.579294064
1.5MB,11b,1572864,0,0,2.009237851
1.5MB,19c,1572864,2,1,55.621149235
1.5MB,25a,1572864,1,0,46.775645475
1.5MB,23a,1572864,0,0,16.15414346
1.5MB,28c,1572864,1,0,20.30893465
1.5MB,2c,1572864,0,0,0.281150489
1.5MB,3b,1572864,0,0,13.018765341
1.5MB,15a,1572864,1,0,16.327495865
1.5MB,26c,1572864,2,0,1198.422827387
1.5MB,22d,1572864,2,0,58.7596363
1.5MB,31c,1572864,1,0,51.373402275
1.5MB,22a,1572864,3,0,19.385294319
1.5MB,7b,1572864,2,0,3.164685834
1.5MB,16d,1572864,1,0,0.30576639
1.5MB,13c,1572864,3,0,22.786569153
1.5MB,15c,1572864,1,0,15.691587524
1.5MB,10b,1572864,3,0,32.972579437
1.5MB,12b,1572864,1,0,13.955133958
1.5MB,1a,1572864,0,0,4.483134558
1.5MB,24b,1572864,2,0,46.36428181
1.5MB,31a,1572864,1,0,53.479306648
1.5MB,25c,1572864,1,1,51.279443611
1.5MB,7c,1572864,2,1,48.864351883
1.5MB,3c,1572864,0,0,13.776221378
1.5MB,5b,1572864,1,0,14.637669806
1.5MB,21b,1572864,0,0,3.314548298
1.5MB,4b,1572864,0,0,2.698888328
1.5MB,18b,1572864,2,0,10.501237271
1.5MB,27b,1572864,1,0,3.3920749
1.5MB,6b,1572864,2,0,4.018500772
1.5MB,13a,1572864,1,0,25.500141509
1.5MB,22c,1572864,2,0,33.172805812
1.5MB,2b,1572864,0,0,0.269375054
1.5MB,8d,1572864,2,1,124.672512128
1.5MB,23b,1572864,1,0,16.255869811
1.5MB,2d,1572864,0,0,0.278807664
1.5MB,4a,1572864,0,0,8.590579713
1.5MB,20b,1572864,1,0,29.780436985
1.5MB,17b,1572864,2,0,0.588174006
1.5MB,29c,1572864,0,0,3147.355673788
1.5MB,17e,1572864,1,0,0.264205109
1.5MB,6e,1572864,2,0,4.068240655
1.5MB,4c,1572864,0,0,10.537547272
1.5MB,14a,1572864,1,0,29.277968899
1.5MB,9b,1572864,2,1,33.942528541
1.5MB,7a,1572864,2,0,3.284552891
1.5MB,11a,1572864,0,0,1.9367278589999999
1.5MB,11d,1572864,2,0,4.712299683
1.5MB,18c,1572864,1,1,47.270711442
1.5MB,6a,1572864,2,0,3.989667308
1.5MB,20c,1572864,1,0,239.709696456
1.5MB,18a,1572864,1,1,60.003725737
1.5MB,17a,1572864,1,0,0.296685334
1.5MB,17d,1572864,2,0,0.5711194
1.5MB,30c,1572864,2,1,57.082750103
1.5MB,14b,1572864,2,0,15.543548771
1.5MB,23c,1572864,0,0,16.365146735
1.5MB,1d,1572864,0,0,3.616625228
1.5MB,2a,1572864,0,0,0.281515224
1.5MB,8a,1572864,2,1,32.715012172
1.5MB,17c,1572864,2,0,0.578650548
1.5MB,12a,1572864,0,0,15.132889571
1.5MB,11c,1572864,1,0,6.797828383
1.5MB,32a,1572864,1,0,0.279167719
1.5MB,28b,1572864,1,0,18.809986872
1.5MB,33b,1572864,1,0,6.088962258
1.5MB,9c,1572864,2,1,42.274393217
1.5MB,26a,1572864,2,1,70.454959827
1.5MB,10c,1572864,2,1,43.258138261
1.5MB,10a,1572864,2,0,34.728454498
1.5MB,29a,1572864,2,0,42.726050537
1.5MB,16a,1572864,1,0,0.284181566
1.5MB,19a,1572864,2,1,56.149060086
1.5MB,14c,1572864,1,0,29.467619979
1.5MB,6c,1572864,2,0,4.026872916
1.5MB,15d,1572864,1,0,15.425181069
1.5MB,22b,1572864,3,0,19.024362452
1.5MB,15b,1572864,1,0,17.660539214
1.5MB,28a,1572864,1,0,22.690351816
1.5MB,9a,1572864,2,1,42.431227141
1.5MB,12c,1572864,0,0,18.895316589
1.5MB,5a,1572864,1,0,15.129061112
1.5MB,29b,1572864,1,0,47.922771257
1.5MB,31b,1572864,2,0,47.661951239
1.5MB,6d,1572864,2,0,3.979274161
1.5MB,19b,1572864,2,1,45.754558716
1.5MB,24a,1572864,2,1,54.630661087
1.5MB,33c,1572864,1,0,6.255771109
1.5MB,1c,1572864,0,0,3.496469923
1.5MB,8c,1572864,2,1,135.698053687
1.5MB,16b,1572864,1,0,0.285892085
1.5MB,13b,1572864,3,0,23.449072353
1.5MB,6f,1572864,2,2,57.757704947
1.5MB,1b,1572864,0,0,3.645430667
1.5MB,20a,1572864,1,1,901.404441168
1.5MB,16c,1572864,1,0,0.272624494
1.5MB,13d,1572864,1,0,70.409224801
1.5MB,30b,1572864,1,0,35.720888559
1.5MB,21c,1572864,1,0,1.946157152
1.5MB,26b,1572864,2,1,69.351028226
1.5MB,3a,1572864,0,0,13.292908005
1.5MB,27c,1572864,1,0,3.381809618
1.5MB,30a,1572864,1,0,45.495484423
1.5MB,17f,1572864,2,0,0.620671253
1.5MB,33a,1572864,1,0,6.077817134
1.5MB,32b,1572864,1,0,0.302335384
1.5MB,19d,1572864,3,1,53.341739889
1.5MB,27a,1572864,1,0,3.366045907
1.5MB,5c,1572864,1,0,15.696910801
2MB,9d,2097152,2,1,41.371661748
2MB,21a,2097152,1,0,1.920367342
2MB,8b,2097152,2,0,30.350991093
2MB,25b,2097152,1,0,44.453078374
2MB,11b,2097152,0,0,1.96818077
2MB,19c,2097152,2,1,55.067775018
2MB,25a,2097152,1,0,46.627175633
2MB,23a,2097152,0,0,16.201621852
2MB,28c,2097152,1,0,20.083678055
2MB,2c,2097152,0,0,0.271931047
2MB,3b,2097152,0,0,13.062517666
2MB,15a,2097152,1,0,16.037564712
2MB,26c,2097152,2,0,1222.725641004
2MB,22d,2097152,2,0,56.416852979
2MB,31c,2097152,1,0,52.444137987
2MB,22a,2097152,3,0,19.139974615
2MB,7b,2097152,2,0,3.170519071
2MB,16d,2097152,1,0,0.316720979
2MB,13c,2097152,3,0,23.683374146
2MB,15c,2097152,1,0,15.781811273
2MB,10b,2097152,3,0,33.126672032
2MB,12b,2097152,1,0,14.053692047
2MB,1a,2097152,0,0,4.4592395
2MB,24b,2097152,2,0,46.466551306
2MB,31a,2097152,1,0,53.191635168
2MB,25c,2097152,1,1,50.920871133
2MB,7c,2097152,2,0,34.725100908
2MB,3c,2097152,0,0,13.789485719
2MB,5b,2097152,1,0,14.551954995
2MB,21b,2097152,0,0,3.329254796
2MB,4b,2097152,0,0,2.859439315
2MB,18b,2097152,2,0,10.418146366
2MB,27b,2097152,1,0,3.297742338
2MB,6b,2097152,2,0,4.022514456
2MB,13a,2097152,1,0,22.461859485
2MB,22c,2097152,1,0,32.197054494
2MB,2b,2097152,0,0,0.268719399
2MB,8d,2097152,2,1,128.698346039
2MB,23b,2097152,1,0,16.042696476
2MB,2d,2097152,0,0,0.275743749
2MB,4a,2097152,0,0,7.7259148920000005
2MB,20b,2097152,1,0,29.449336112
2MB,17b,2097152,2,0,0.597482755
2MB,29c,2097152,1,0,53.980255018
2MB,17e,2097152,1,0,0.270094698
2MB,6e,2097152,2,0,4.020532129
2MB,4c,2097152,0,0,9.264013499
2MB,14a,2097152,1,0,27.9279067
2MB,9b,2097152,2,1,33.245328014
2MB,7a,2097152,2,0,3.2434969
2MB,11a,2097152,0,0,1.940681002
2MB,11d,2097152,2,0,4.66768161
2MB,18c,2097152,1,1,47.485468545
2MB,6a,2097152,2,0,4.000339579
2MB,20c,2097152,1,0,241.682818818
2MB,18a,2097152,1,1,63.039598196
2MB,17a,2097152,1,0,0.289136204
2MB,17d,2097152,2,0,0.583835599
2MB,30c,2097152,2,1,74.482473183
2MB,14b,2097152,2,0,15.586079041
2MB,23c,2097152,0,0,16.285669205
2MB,1d,2097152,0,0,3.681553452
2MB,2a,2097152,0,0,0.268805386
2MB,8a,2097152,2,1,32.512977459
2MB,17c,2097152,2,0,0.581652516
2MB,12a,2097152,0,0,14.909308719
2MB,11c,2097152,1,0,6.766191258
2MB,32a,2097152,1,0,0.275708365
2MB,28b,2097152,1,0,18.677508759
2MB,33b,2097152,1,0,6.122527402
2MB,9c,2097152,2,1,41.595011287
2MB,26a,2097152,2,1,67.794054499
2MB,10c,2097152,2,1,42.77960671
2MB,10a,2097152,2,0,35.472975309
2MB,29a,2097152,2,0,42.595351743
2MB,16a,2097152,1,0,0.273626831
2MB,19a,2097152,2,1,54.978681947
2MB,14c,2097152,1,0,27.694818365
2MB,6c,2097152,2,0,4.023505085
2MB,15d,2097152,1,0,15.446859691
2MB,22b,2097152,3,0,18.555519801
2MB,15b,2097152,1,0,17.1586506
2MB,28a,2097152,1,0,22.323257787
2MB,9a,2097152,2,1,41.494535542
2MB,12c,2097152,0,0,18.498870826
2MB,5a,2097152,1,0,15.237790215
2MB,29b,2097152,2,0,44.95462171
2MB,31b,2097152,2,0,48.081355514
2MB,6d,2097152,2,0,3.918647751
2MB,19b,2097152,2,1,45.373312032
2MB,24a,2097152,2,1,54.320608859000004
2MB,33c,2097152,1,0,6.084884843
2MB,1c,2097152,0,0,3.436088188
2MB,8c,2097152,2,1,142.416270252
2MB,16b,2097152,1,0,0.283434901
2MB,13b,2097152,3,0,24.344802174
2MB,6f,2097152,2,2,58.683335058
2MB,1b,2097152,0,0,3.70505268
2MB,20a,2097152,1,1,867.368506125
2MB,16c,2097152,1,0,0.269571014
2MB,13d,2097152,1,0,86.402468501
2MB,30b,2097152,1,0,34.621701671
2MB,21c,2097152,1,0,1.915638882
2MB,26b,2097152,2,1,64.449633388
2MB,3a,2097152,0,0,13.600430879
2MB,27c,2097152,1,0,3.4058692219999998
2MB,30a,2097152,1,0,46.190741405
2MB,17f,2097152,2,0,0.57975926
2MB,33a,2097152,1,0,6.121947763
2MB,32b,2097152,1,0,0.291537608
2MB,19d,2097152,3,1,52.825433983
2MB,27a,2097152,1,0,3.284365483
2MB,5c,2097152,1,0,15.502608427
3MB,9d,3145728,2,1,40.840151691
3MB,21a,3145728,1,0,1.934492205
3MB,8b,3145728,2,0,30.60684555
3MB,25b,3145728,1,0,43.831593796
3MB,11b,3145728,0,0,1.901066256
3MB,19c,3145728,2,1,54.381292913
3MB,25a,3145728,1,0,46.491580945
3MB,23a,3145728,0,0,16.402815871
3MB,28c,3145728,1,0,19.558396697
3MB,2c,3145728,0,0,0.277524478
3MB,3b,3145728,0,0,12.984851495000001
3MB,15a,3145728,1,0,16.034070133
3MB,26c,3145728,2,0,1197.013254395
3MB,22d,3145728,2,0,53.431934222
3MB,31c,3145728,1,0,51.502742947
3MB,22a,3145728,3,0,18.790111703
3MB,7b,3145728,2,0,3.15572328
3MB,16d,3145728,1,0,0.279889789
3MB,13c,3145728,3,0,23.810230298
3MB,15c,3145728,1,0,15.683145536
3MB,10b,3145728,3,0,33.071289776
3MB,12b,3145728,1,0,13.856265894
3MB,1a,3145728,0,0,4.001102616
3MB,24b,3145728,2,0,46.215071336
3MB,31a,3145728,1,0,53.613957493
3MB,25c,3145728,1,1,51.178444856
3MB,7c,3145728,2,0,35.242467217
3MB,3c,3145728,0,0,13.719238333
3MB,5b,3145728,1,0,14.504436903
3MB,21b,3145728,1,0,4.819306439
3MB,4b,3145728,0,0,2.774895742
3MB,18b,3145728,2,0,10.457806044
3MB,27b,3145728,1,0,3.348850214
3MB,6b,3145728,2,0,3.978378423
3MB,13a,3145728,1,0,23.290765227
3MB,22c,3145728,1,0,30.956875317
3MB,2b,3145728,0,0,0.277471444
3MB,8d,3145728,2,1,125.817363096
3MB,23b,3145728,1,0,16.156933864
3MB,2d,3145728,0,0,0.293124615
3MB,4a,3145728,0,0,6.471374806
3MB,20b,3145728,1,0,29.6300275
3MB,17b,3145728,2,0,0.561264547
3MB,29c,3145728,2,0,41.268699817
3MB,17e,3145728,1,0,0.261698971
3MB,6e,3145728,2,0,3.973725604
3MB,4c,3145728,0,0,7.319039729
3MB,14a,3145728,1,0,25.849099917
3MB,9b,3145728,2,1,33.495491591
3MB,7a,3145728,2,0,3.13465178
3MB,11a,3145728,0,0,1.947384598
3MB,11d,3145728,2,0,4.6718653230000005
3MB,18c,3145728,1,1,46.904217986
3MB,6a,3145728,2,0,4.022739354
3MB,20c,3145728,1,0,105.84328308
3MB,18a,3145728,1,1,59.894281828
3MB,17a,3145728,1,0,0.268514696
3MB,17d,3145728,2,0,0.586654288
3MB,30c,3145728,2,1,67.205573787
3MB,14b,3145728,2,0,15.491816528
3MB,23c,3145728,0,0,16.413969677
3MB,1d,3145728,0,0,3.672053108
3MB,2a,3145728,0,0,0.265796037
3MB,8a,3145728,2,1,32.437128029
3MB,17c,3145728,2,0,0.589691077
3MB,12a,3145728,0,0,14.991661214
3MB,11c,3145728,1,0,6.140095284
3MB,32a,3145728,1,0,0.281120667
3MB,28b,3145728,0,0,18.428121543
3MB,33b,3145728,1,0,6.012258404
3MB,9c,3145728,2,1,40.692996425
3MB,26a,3145728,2,1,60.341007861
3MB,10c,3145728,2,1,41.584163608
3MB,10a,3145728,2,0,34.480713418
3MB,29a,3145728,2,0,49.12628842
3MB,16a,3145728,1,0,0.283728089
3MB,19a,3145728,2,1,53.55455768
3MB,14c,3145728,1,0,25.828532953
3MB,6c,3145728,2,0,3.989574723
3MB,15d,3145728,1,0,15.629169853
3MB,22b,3145728,3,0,18.438089246
3MB,15b,3145728,1,0,15.900324199
3MB,28a,3145728,1,0,21.287124079
3MB,9a,3145728,2,1,40.612001677
3MB,12c,3145728,0,0,17.267694533
3MB,5a,3145728,1,0,14.880320456
3MB,29b,3145728,2,0,44.641583534
3MB,31b,3145728,1,0,47.683329844
3MB,6d,3145728,2,0,4.086036316
3MB,19b,3145728,2,1,45.309687151
3MB,24a,3145728,2,1,53.531241069000004
3MB,33c,3145728,1,0,6.071688598
3MB,1c,3145728,0,0,3.359233281
3MB,8c,3145728,2,1,137.738215932
3MB,16b,3145728,1,0,0.271291192
3MB,13b,3145728,3,0,25.258981986
3MB,6f,3145728,2,1,44.745811332
3MB,1b,3145728,0,0,3.6285806149999997
3MB,20a,3145728,1,0,34.500793866
3MB,16c,3145728,1,0,0.2975969
3MB,13d,3145728,1,0,70.881859947
3MB,30b,3145728,1,0,34.600649397
3MB,21c,3145728,1,0,1.953050486
3MB,26b,3145728,2,1,59.385356856
3MB,3a,3145728,0,0,13.599935171
3MB,27c,3145728,1,0,3.4079713050000002
3MB,30a,3145728,1,0,44.987909853
3MB,17f,3145728,2,0,0.59033789
3MB,33a,3145728,1,0,6.068303424
3MB,32b,3145728,1,0,0.283088144
3MB,19d,3145728,3,1,51.729357849
3MB,27a,3145728,1,0,3.359698743
3MB,5c,3145728,1,0,15.514899499
4MB,9d,4194304,2,1,40.613622622
4MB,21a,4194304,1,0,1.875126516
4MB,8b,4194304,2,0,30.365844437
4MB,25b,4194304,1,0,43.856213318
4MB,11b,4194304,0,0,1.94734514
4MB,19c,4194304,2,1,54.195919527
4MB,25a,4194304,1,0,46.3182065
4MB,23a,4194304,0,0,16.359084124
4MB,28c,4194304,1,0,30.766968266
4MB,2c,4194304,0,0,0.270027977
4MB,3b,4194304,0,0,12.899213226
4MB,15a,4194304,0,0,15.901838807
4MB,26c,4194304,2,0,1205.631649927
4MB,22d,4194304,2,0,32.927868903
4MB,31c,4194304,1,0,51.754995065
4MB,22a,4194304,2,0,18.586264084
4MB,7b,4194304,2,0,3.2390064929999998
4MB,16d,4194304,1,0,0.268706398
4MB,13c,4194304,1,0,17.382625607
4MB,15c,4194304,1,0,15.780430019
4MB,10b,4194304,3,0,33.180713902
4MB,12b,4194304,1,0,13.785440606
4MB,1a,4194304,0,0,3.974360051
4MB,24b,4194304,2,0,46.265017687
4MB,31a,4194304,1,0,52.012717092
4MB,25c,4194304,1,1,52.044394372
4MB,7c,4194304,2,0,35.233971325
4MB,3c,4194304,0,0,13.738268423
4MB,5b,4194304,1,0,14.534555785
4MB,21b,4194304,1,0,5.004887861
4MB,4b,4194304,0,0,2.83920267
4MB,18b,4194304,2,0,10.506302589
4MB,27b,4194304,1,0,3.303199509
4MB,6b,4194304,2,0,3.963171798
4MB,13a,4194304,1,0,25.46677465
4MB,22c,4194304,1,0,30.41454174
4MB,2b,4194304,0,0,0.278338246
4MB,8d,4194304,2,1,132.153649836
4MB,23b,4194304,1,0,16.255332153
4MB,2d,4194304,0,0,0.278072173
4MB,4a,4194304,0,0,5.685296994
4MB,20b,4194304,1,0,29.718535929
4MB,17b,4194304,2,0,0.565773413
4MB,29c,4194304,2,0,42.013884328
4MB,17e,4194304,1,0,0.26394414
4MB,6e,4194304,2,0,3.908122391
4MB,4c,4194304,0,0,6.430312735
4MB,14a,4194304,1,0,25.084445541
4MB,9b,4194304,2,1,33.354388984
4MB,7a,4194304,2,0,3.121466003
4MB,11a,4194304,0,0,1.968461378
4MB,11d,4194304,2,0,4.096268438
4MB,18c,4194304,1,1,47.153470355
4MB,6a,4194304,2,0,4.033773294
4MB,20c,4194304,1,0,104.466361036
4MB,18a,4194304,1,1,60.372772514
4MB,17a,4194304,1,0,0.264479331
4MB,17d,4194304,2,0,0.593872439
4MB,30c,4194304,2,1,63.171309793
4MB,14b,4194304,2,0,15.595137366
4MB,23c,4194304,0,0,16.386349732
4MB,1d,4194304,0,0,3.783392089
4MB,2a,4194304,0,0,0.278798132
4MB,8a,4194304,2,1,32.55180864
4MB,17c,4194304,2,0,0.558323831
4MB,12a,4194304,0,0,14.978317764
4MB,11c,4194304,1,0,6.116774986
4MB,32a,4194304,1,0,0.267344122
4MB,28b,4194304,0,0,18.666745252
4MB,33b,4194304,1,0,6.070098582
4MB,9c,4194304,2,1,41.391712849
4MB,26a,4194304,2,1,55.831281534
4MB,10c,4194304,2,1,41.952142981
4MB,10a,4194304,2,0,34.169847214
4MB,29a,4194304,2,0,49.415699087
4MB,16a,4194304,1,0,0.280436298
4MB,19a,4194304,2,1,53.468111426
4MB,14c,4194304,1,0,25.085840446
4MB,6c,4194304,2,0,4.002565168
4MB,15d,4194304,1,0,15.493971234
4MB,22b,4194304,2,0,18.11846173
4MB,15b,4194304,1,0,15.937479647
4MB,28a,4194304,1,0,20.96596713
4MB,9a,4194304,2,1,40.091157304
4MB,12c,4194304,0,0,16.912159189
4MB,5a,4194304,1,0,14.923124132
4MB,29b,4194304,2,0,45.066599496
4MB,31b,4194304,1,0,47.646552152
4MB,6d,4194304,2,0,4.01413687
4MB,19b,4194304,2,1,45.335803728
4MB,24a,4194304,2,1,53.662242343
4MB,33c,4194304,1,0,6.05399417
4MB,1c,4194304,0,0,3.415914283
4MB,8c,4194304,2,1,144.196467942
4MB,16b,4194304,1,0,0.26878029
4MB,13b,4194304,1,0,17.903153764
4MB,6f,4194304,2,1,44.484401162
4MB,1b,4194304,0,0,3.77008609
4MB,20a,4194304,1,0,34.913137308
4MB,16c,4194304,1,0,0.27290916
4MB,13d,4194304,1,0,82.148068639
4MB,30b,4194304,1,0,34.880207871
4MB,21c,4194304,1,0,1.965866909
4MB,26b,4194304,2,1,54.666997149
4MB,3a,4194304,0,0,13.397400348
4MB,27c,4194304,1,0,3.406620853
4MB,30a,4194304,1,0,45.759362776
4MB,17f,4194304,2,0,0.583756702
4MB,33a,4194304,1,0,6.009641434
4MB,32b,4194304,1,0,0.263735424
4MB,19d,4194304,3,1,51.756023339
4MB,27a,4194304,1,0,3.349424378
4MB,5c,4194304,1,0,15.372642666
6MB,9d,6291456,2,1,41.06192121
6MB,21a,6291456,1,0,1.876554901
6MB,8b,6291456,2,0,30.080527269
6MB,25b,6291456,1,0,44.694115036
6MB,11b,6291456,0,0,1.9278293180000001
6MB,19c,6291456,2,1,54.781111
6MB,25a,6291456,1,0,46.476452996
6MB,23a,6291456,0,0,16.217296387
6MB,28c,6291456,1,0,26.018838135
6MB,2c,6291456,0,0,0.264061444
6MB,3b,6291456,0,0,13.046853397
6MB,15a,6291456,0,0,16.254327429
6MB,26c,6291456,2,0,1203.474472553
6MB,22d,6291456,2,0,31.834127843
6MB,31c,6291456,1,0,52.188532556
6MB,22a,6291456,2,0,18.61809873
6MB,7b,6291456,2,0,3.218144159
6MB,16d,6291456,1,0,0.262869379
6MB,13c,6291456,1,0,18.256976073
6MB,15c,6291456,1,0,15.535276321
6MB,10b,6291456,3,0,33.26880384
6MB,12b,6291456,1,0,13.784881729
6MB,1a,6291456,0,0,4.066335525
6MB,24b,6291456,2,0,46.61658942
6MB,31a,6291456,1,0,53.068634976
6MB,25c,6291456,1,1,52.274480954
6MB,7c,6291456,2,0,35.619493485
6MB,3c,6291456,0,0,13.762359107
6MB,5b,6291456,1,0,3.907381144
6MB,21b,6291456,1,0,4.959577432
6MB,4b,6291456,0,0,2.803878538
6MB,18b,6291456,2,0,10.549011452
6MB,27b,6291456,1,0,3.328848453
6MB,6b,6291456,2,0,3.99839099
6MB,13a,6291456,1,0,25.184246966
6MB,22c,6291456,1,0,29.821093776
6MB,2b,6291456,0,0,0.274041272
6MB,8d,6291456,2,1,138.826400792
6MB,23b,6291456,1,0,16.361292414
6MB,2d,6291456,0,0,0.2920948
6MB,4a,6291456,0,0,5.308969346
6MB,20b,6291456,1,0,29.430294317
6MB,17b,6291456,2,0,0.561323255
6MB,29c,6291456,0,0,2392.976337819
6MB,17e,6291456,1,0,0.284769823
6MB,6e,6291456,2,0,4.100157771
6MB,4c,6291456,0,0,5.910781192
6MB,14a,6291456,1,0,24.582749807
6MB,9b,6291456,2,1,33.066620219
6MB,7a,6291456,2,0,3.184638332
6MB,11a,6291456,1,0,1.981614118
6MB,11d,6291456,2,0,4.096721842
6MB,18c,6291456,1,1,46.765925138
6MB,6a,6291456,2,0,3.950975723
6MB,20c,6291456,1,0,103.123972045
6MB,18a,6291456,1,0,63.508805753
6MB,17a,6291456,1,0,0.268437705
6MB,17d,6291456,2,0,0.605106453
6MB,30c,6291456,2,1,59.855178329
6MB,14b,6291456,2,0,15.315678775
6MB,23c,6291456,0,0,16.256652905
6MB,1d,6291456,0,0,3.66863628
6MB,2a,6291456,0,0,0.278643199
6MB,8a,6291456,2,1,32.545719297
6MB,17c,6291456,2,0,0.551012218
6MB,12a,6291456,0,0,15.01640857
6MB,11c,6291456,1,0,6.046528331
6MB,32a,6291456,1,0,0.270551419
6MB,28b,6291456,0,0,18.457228216
6MB,33b,6291456,1,0,6.1531476099999995
6MB,9c,6291456,2,1,40.983199442
6MB,26a,6291456,2,1,56.244305644
6MB,10c,6291456,2,1,42.066404644
6MB,10a,6291456,2,0,33.851731671
6MB,29a,6291456,2,0,43.122113649
6MB,16a,6291456,1,0,0.268340591
6MB,19a,6291456,2,1,53.112573878
6MB,14c,6291456,1,0,24.517954391
6MB,6c,6291456,2,0,4.1187191
6MB,15d,6291456,1,0,15.923355587
6MB,22b,6291456,2,0,18.270520213
6MB,15b,6291456,1,0,16.136985232
6MB,28a,6291456,1,0,21.199745181
6MB,9a,6291456,2,1,39.70167067
6MB,12c,6291456,0,0,17.209412653
6MB,5a,6291456,1,0,15.039697437
6MB,29b,6291456,2,0,44.987705041
6MB,31b,6291456,1,0,48.189005797
6MB,6d,6291456,2,0,3.973141338
6MB,19b,6291456,2,0,45.23410033
6MB,24a,6291456,2,1,53.4669565
6MB,33c,6291456,1,0,6.041217316
6MB,1c,6291456,0,0,3.460258327
6MB,8c,6291456,2,1,150.465068422
6MB,16b,6291456,1,0,0.265852996
6MB,13b,6291456,1,0,18.332195773
6MB,6f,6291456,2,1,44.434913055
6MB,1b,6291456,0,0,3.731651629
6MB,20a,6291456,1,0,34.78110165
6MB,16c,6291456,1,0,0.300012347
6MB,13d,6291456,1,0,94.022006216
6MB,30b,6291456,2,0,47.144352315
6MB,21c,6291456,1,0,2.007198772
6MB,26b,6291456,2,1,55.853812975
6MB,3a,6291456,0,0,13.433882481
6MB,27c,6291456,1,0,3.42786326
6MB,30a,6291456,1,0,45.262658137
6MB,17f,6291456,2,0,0.591876138
6MB,33a,6291456,1,0,5.997562834
6MB,32b,6291456,1,0,0.267368501
6MB,19d,6291456,3,1,51.982761933
6MB,27a,6291456,1,0,3.360903809
6MB,5c,6291456,1,0,15.383771695
